Content,Type,ID,Flavour,BrewID,12,16,24,32,Other
,IBU,577,Munich Helles Lager,525,Bomb Lager (New Recipe),,,,
,IBU,657,Munich Helles Lager,145,Summer of Lager,,,,
,IBU,813,Munich Helles Lager,499,,Ambitious Lager,,,
14,IBU,1015,Munich Helles Lager,476,Hangar 24 Helles Lager,,,,
,IBU,1019,Munich Helles Lager,34,Longfin Lager,,,,
18,IBU,1123,Munich Helles Lager,371,Helles Golden Lager,,,,
18,IBU,1208,Munich Helles Lager,253,Twisted Helles Summer Lager,,,,
17,IBU,1463,Munich Helles Lager,135,Hideout Helles,,,,
,IBU,1627,Munich Helles Lager,357,,Cleveland Beer Week 2013,,,
18,IBU,1756,Munich Helles Lager,326,When Helles Freezes Over,,,,
18,IBU,1910,Munich Helles Lager,192,,Lake House,,,
,IBU,2037,Munich Helles Lager,243,The Gilded Age,,,,
18,IBU,2225,Munich Helles Lager,192,Lake House,,,,
,IBU,2269,Munich Helles Lager,176,Rahr's Blonde,,,,
20,IBU,2524,Munich Helles Lager,66,Bat Outta Helles,,,,
0.045,AP,33,Munich Helles Lager,375,Bikini Blonde Lager,,,,
0.045,AP,53,Munich Helles Lager,428,Schlafly Summer Lager,,,,
0.045,AP,513,Munich Helles Lager,525,Bomb Lager (Old Recipe),,,,
0.05,AP,527,Munich Helles Lager,72,Atwater's Lager,,,,
0.05,AP,570,Munich Helles Lager,141,Hotter Than Helles Lager,,,,
0.051,AP,577,Munich Helles Lager,525,Bomb Lager (New Recipe),,,,
0.062,AP,657,Munich Helles Lager,145,Summer of Lager,,,,
0.05,AP,813,Munich Helles Lager,499,,Ambitious Lager,,,
0.043,AP,1015,Munich Helles Lager,476,Hangar 24 Helles Lager,,,,
0.046,AP,1019,Munich Helles Lager,34,Longfin Lager,,,,
0.049,AP,1123,Munich Helles Lager,371,Helles Golden Lager,,,,
0.055,AP,1208,Munich Helles Lager,253,Twisted Helles Summer Lager,,,,
0.069,AP,1463,Munich Helles Lager,135,Hideout Helles,,,,
0.053,AP,1627,Munich Helles Lager,357,,Cleveland Beer Week 2013,,,
0.056,AP,1756,Munich Helles Lager,326,When Helles Freezes Over,,,,
0.046,AP,1910,Munich Helles Lager,192,,Lake House,,,
0.045,AP,2037,Munich Helles Lager,243,The Gilded Age,,,,
0.046,AP,2225,Munich Helles Lager,192,Lake House,,,,
0.046,AP,2269,Munich Helles Lager,176,Rahr's Blonde,,,,
0.042,AP,2524,Munich Helles Lager,66,Bat Outta Helles,,,,
54,IBU,311,Oatmeal Stout,478,Coffee Oatmeal Stout,,,,
23,IBU,366,Oatmeal Stout,361,Jack Stout,,,,
,IBU,409,Oatmeal Stout,542,,Oaky's Oatmeal Stout,,,
13,IBU,572,Oatmeal Stout,171,Barney Flats Oatmeal Stout (2012),,,,
29,IBU,659,Oatmeal Stout,515,,Crabtree Oatmeal Stout,,,
35,IBU,986,Oatmeal Stout,444,,Morning Wood,,,
20,IBU,1063,Oatmeal Stout,45,,Vanilla Bean Buffalo Sweat,,,
40,IBU,1120,Oatmeal Stout,133,,Hipster Breakfast,,,
13,IBU,1221,Oatmeal Stout,171,Barney Flats Oatmeal Stout,,,,
38,IBU,1239,Oatmeal Stout,447,Midnight Oil,,,,
,IBU,1337,Oatmeal Stout,139,Core Oatmeal Stout,,,,
13,IBU,1520,Oatmeal Stout,171,Barney Flats Oatmeal Stout,,,,
,IBU,1880,Oatmeal Stout,43,All Aboard! Anniversary Stout,,,,
,IBU,2222,Oatmeal Stout,94,,10 Ton,,,
,IBU,2241,Oatmeal Stout,10,,Viking Ice Hole,,,
,IBU,2261,Oatmeal Stout,177,Black Exodus,,,,
,IBU,2613,Oatmeal Stout,22,,Feel Like Maplin' Love,,,
31,IBU,2616,Oatmeal Stout,21,,Pole Barn Stout,,,
0.06,AP,311,Oatmeal Stout,478,Coffee Oatmeal Stout,,,,
0.06,AP,366,Oatmeal Stout,361,Jack Stout,,,,
0.047,AP,409,Oatmeal Stout,542,,Oaky's Oatmeal Stout,,,
0.057,AP,572,Oatmeal Stout,171,Barney Flats Oatmeal Stout (2012),,,,
0.075,AP,659,Oatmeal Stout,515,,Crabtree Oatmeal Stout,,,
0.055,AP,986,Oatmeal Stout,444,,Morning Wood,,,
0.05,AP,1063,Oatmeal Stout,45,,Vanilla Bean Buffalo Sweat,,,
0.058,AP,1120,Oatmeal Stout,133,,Hipster Breakfast,,,
0.057,AP,1221,Oatmeal Stout,171,Barney Flats Oatmeal Stout,,,,
0.05,AP,1239,Oatmeal Stout,447,Midnight Oil,,,,
0.057,AP,1337,Oatmeal Stout,139,Core Oatmeal Stout,,,,
0.057,AP,1520,Oatmeal Stout,171,Barney Flats Oatmeal Stout,,,,
0.071,AP,1880,Oatmeal Stout,43,All Aboard! Anniversary Stout,,,,
0.07,AP,2222,Oatmeal Stout,94,,10 Ton,,,
0.063,AP,2241,Oatmeal Stout,10,,Viking Ice Hole,,,
0.077,AP,2261,Oatmeal Stout,177,Black Exodus,,,,
0.055,AP,2613,Oatmeal Stout,22,,Feel Like Maplin' Love,,,
0.055,AP,2616,Oatmeal Stout,21,,Pole Barn Stout,,,
40,IBU,1010,Old Ale,118,Old Potentate,,,,
,IBU,2649,Old Ale,6,Hibernation Ale,,,,
0.072,AP,1010,Old Ale,118,Old Potentate,,,,
0.087,AP,2649,Old Ale,6,Hibernation Ale,,,,
16,IBU,2419,Other,103,Bunker Hill Blueberry Ale ,,,,
0.048,AP,2419,Other,103,Bunker Hill Blueberry Ale ,,,,
,IBU,334,Pumpkin Ale,361,Wild Onion Pumpkin Ale (2010),,,,
48,IBU,512,Pumpkin Ale,46,,Autumnation (2011-12) (2011),,,
,IBU,814,Pumpkin Ale,385,Pumpkinhead Ale,,,,
,IBU,906,Pumpkin Ale,51,,Upslope Pumpkin Ale,,,
20,IBU,908,Pumpkin Ale,295,Pumpkan,,,,
,IBU,1014,Pumpkin Ale,369,,Pumpkin Patch Ale (2012),,,
,IBU,1045,Pumpkin Ale,424,Wynkoop Pumpkin Ale,,,,
,IBU,1264,Pumpkin Ale,442,O'Fallon Pumpkin Beer,,,,
20,IBU,1340,Pumpkin Ale,234,UFO Pumpkin,,,,
,IBU,1365,Pumpkin Ale,145,Pumple Drumkin,,,,
20,IBU,1394,Pumpkin Ale,301,,Old Forge Pumpkin Ale,,,
,IBU,1563,Pumpkin Ale,171,Fall Hornin',,,,
,IBU,1590,Pumpkin Ale,369,,Pumpkin Patch Ale,,,
,IBU,1600,Pumpkin Ale,356,Yunkin' Punkin',,,,
,IBU,1618,Pumpkin Ale,361,Pumpkin Ale,,,,
17,IBU,1620,Pumpkin Ale,360,Pumpkin Beast,,,,
11,IBU,1705,Pumpkin Ale,337,Wick For Brains,,,,
,IBU,2049,Pumpkin Ale,43,Headless Wylie,,,,
43,IBU,2068,Pumpkin Ale,230,,Imperial Pumpkin Stout,,,
25,IBU,2142,Pumpkin Ale,124,,Screamin’ Pumpkin,,,
10,IBU,2310,Pumpkin Ale,159,PUNK'N,,,,
21,IBU,2681,Pumpkin Ale,1,,Flesh Gourd'n,,,
38,IBU,2689,Pumpkin Ale,0,,Pumpion,,,
0.045,AP,334,Pumpkin Ale,361,Wild Onion Pumpkin Ale (2010),,,,
0.06,AP,512,Pumpkin Ale,46,,Autumnation (2011-12) (2011),,,
0.047,AP,814,Pumpkin Ale,385,Pumpkinhead Ale,,,,
0.077,AP,906,Pumpkin Ale,51,,Upslope Pumpkin Ale,,,
0.052,AP,908,Pumpkin Ale,295,Pumpkan,,,,
0.05,AP,1014,Pumpkin Ale,369,,Pumpkin Patch Ale (2012),,,
0.055,AP,1045,Pumpkin Ale,424,Wynkoop Pumpkin Ale,,,,
0.055,AP,1264,Pumpkin Ale,442,O'Fallon Pumpkin Beer,,,,
0.059,AP,1340,Pumpkin Ale,234,UFO Pumpkin,,,,
0.06,AP,1365,Pumpkin Ale,145,Pumple Drumkin,,,,
0.046,AP,1394,Pumpkin Ale,301,,Old Forge Pumpkin Ale,,,
0.06,AP,1563,Pumpkin Ale,171,Fall Hornin',,,,
0.05,AP,1590,Pumpkin Ale,369,,Pumpkin Patch Ale,,,
0.055,AP,1600,Pumpkin Ale,356,Yunkin' Punkin',,,,
0.045,AP,1618,Pumpkin Ale,361,Pumpkin Ale,,,,
0.062,AP,1620,Pumpkin Ale,360,Pumpkin Beast,,,,
0.061,AP,1705,Pumpkin Ale,337,Wick For Brains,,,,
0.08,AP,2049,Pumpkin Ale,43,Headless Wylie,,,,
0.099,AP,2068,Pumpkin Ale,230,,Imperial Pumpkin Stout,,,
0.05,AP,2142,Pumpkin Ale,124,,Screamin’ Pumpkin,,,
0.05,AP,2310,Pumpkin Ale,159,PUNK'N,,,,
0.066,AP,2681,Pumpkin Ale,1,,Flesh Gourd'n,,,
0.06,AP,2689,Pumpkin Ale,0,,Pumpion,,,
24,IBU,923,Quadrupel (Quad),25,,The Velvet Fog,,,
,IBU,1033,Quadrupel (Quad),10,,Hubris Quadrupel Anniversary Ale,,,
,IBU,2137,Quadrupel (Quad),10,,Wizard Burial Ground,,,
,IBU,2565,Quadrupel (Quad),51,,,,,Lee Hill Series Vol. 5 - Belgian Style Quadrupel Ale
0.09,AP,923,Quadrupel (Quad),25,,The Velvet Fog,,,
0.099,AP,1033,Quadrupel (Quad),10,,Hubris Quadrupel Anniversary Ale,,,
0.099,AP,2137,Quadrupel (Quad),10,,Wizard Burial Ground,,,
0.128,AP,2565,Quadrupel (Quad),51,,,,,Lee Hill Series Vol. 5 - Belgian Style Quadrupel Ale
8,IBU,1830,Radler,300,Porch Rocker,,,,
30,IBU,1838,Radler,296,Hefe Lemon,,,,
21,IBU,2482,Radler,80,,Totally Radler,,,
0.045,AP,1830,Radler,300,Porch Rocker,,,,
0.049,AP,1838,Radler,296,Hefe Lemon,,,,
0.027,AP,2482,Radler,80,,Totally Radler,,,
,IBU,2101,Rauchbier,10,,Smoky Wheat,,,
,IBU,2548,Rauchbier,10,,Beasts A'Burnin',,,
0.051,AP,2101,Rauchbier,10,,Smoky Wheat,,,
0.07,AP,2548,Rauchbier,10,,Beasts A'Burnin',,,
20,IBU,1453,Roggenbier,405,,Norns Roggenbier,,,
,IBU,1817,Roggenbier,17,,Klingon Warnog Roggen Dunkel,,,
0.05,AP,1453,Roggenbier,405,,Norns Roggenbier,,,
0.055,AP,1817,Roggenbier,17,,Klingon Warnog Roggen Dunkel,,,
98,IBU,8,Russian Imperial Stout,166,Ten Fidy Imperial Stout,,,,
,IBU,305,Russian Imperial Stout,392,Imperial Java Stout,,,,
98,IBU,803,Russian Imperial Stout,503,Ten Fidy Imperial Stout (2007),,,,
98,IBU,804,Russian Imperial Stout,503,Ten Fidy Imperial Stout (2008),,,,
,IBU,860,Russian Imperial Stout,10,,Vivant Belgian Style Imperial Stout (2012),,,
75,IBU,1367,Russian Imperial Stout,25,,Bourbon Barrel Aged Timmie,,,
98,IBU,1532,Russian Imperial Stout,389,Ten Fidy,,,,
60,IBU,1581,Russian Imperial Stout,110,Hammer & Sickle,,,,
,IBU,1716,Russian Imperial Stout,317,,Sexy Chaos,,,
90,IBU,2621,Russian Imperial Stout,17,,Csar,,,
75,IBU,2644,Russian Imperial Stout,6,Yeti  Imperial Stout,,,,
0.099,AP,8,Russian Imperial Stout,166,Ten Fidy Imperial Stout,,,,
0.08,AP,305,Russian Imperial Stout,392,Imperial Java Stout,,,,
0.099,AP,803,Russian Imperial Stout,503,Ten Fidy Imperial Stout (2007),,,,
0.095,AP,804,Russian Imperial Stout,503,Ten Fidy Imperial Stout (2008),,,,
0.099,AP,860,Russian Imperial Stout,10,,Vivant Belgian Style Imperial Stout (2012),,,
0.099,AP,1367,Russian Imperial Stout,25,,Bourbon Barrel Aged Timmie,,,
0.099,AP,1532,Russian Imperial Stout,389,Ten Fidy,,,,
0.09,AP,1581,Russian Imperial Stout,110,Hammer & Sickle,,,,
0.099,AP,1716,Russian Imperial Stout,317,,Sexy Chaos,,,
0.12,AP,2621,Russian Imperial Stout,17,,Csar,,,
0.095,AP,2644,Russian Imperial Stout,6,Yeti  Imperial Stout,,,,
34,IBU,18,Rye Beer,61,,SurlyFest,,,
57,IBU,423,Rye Beer,46,,Righteous Ale (2011),,,
23,IBU,600,Rye Beer,471,,Boji Beach Golden Rye Ale,,,
99,IBU,672,Rye Beer,365,,Hop A Potamus Double Dark Rye Pale Ale,,,
,IBU,910,Rye Beer,292,Hayride Autumn Ale,,,,
,IBU,1233,Rye Beer,161,,Day Break 4-Grain Breakfast Beer,,,
85,IBU,1256,Rye Beer,444,,Forest Fire Imperial Smoked Rye,,,
57,IBU,1386,Rye Beer,46,,Righteous Ale,,,
20,IBU,1644,Rye Beer,318,Banner American Rye,,,,
,IBU,1918,Rye Beer,83,CANfusion Rye Bock,,,,
,IBU,2023,Rye Beer,10,,Pepper in the Rye,,,
,IBU,2057,Rye Beer,236,,,Stickin' In My Rye,,
,IBU,2325,Rye Beer,76,,Smitten,,,
,IBU,2449,Rye Beer,95,Flying Sailor,,,,
,IBU,2466,Rye Beer,10,,Root Stock,,,
18,IBU,2512,Rye Beer,68,,Honey Rye,,,
,IBU,2564,Rye Beer,51,,,,,Lee Hill Series Vol. 4 - Manhattan Style Rye Ale
75,IBU,2620,Rye Beer,18,,Saucy Intruder,,,
0.055,AP,18,Rye Beer,61,,SurlyFest,,,
0.063,AP,423,Rye Beer,46,,Righteous Ale (2011),,,
0.05,AP,600,Rye Beer,471,,Boji Beach Golden Rye Ale,,,
0.09,AP,672,Rye Beer,365,,Hop A Potamus Double Dark Rye Pale Ale,,,
0.066,AP,910,Rye Beer,292,Hayride Autumn Ale,,,,
0.05,AP,1233,Rye Beer,161,,Day Break 4-Grain Breakfast Beer,,,
0.099,AP,1256,Rye Beer,444,,Forest Fire Imperial Smoked Rye,,,
0.063,AP,1386,Rye Beer,46,,Righteous Ale,,,
0.045,AP,1644,Rye Beer,318,Banner American Rye,,,,
0.06,AP,1918,Rye Beer,83,CANfusion Rye Bock,,,,
0.063,AP,2023,Rye Beer,10,,Pepper in the Rye,,,
0.07,AP,2057,Rye Beer,236,,,Stickin' In My Rye,,
0.06,AP,2325,Rye Beer,76,,Smitten,,,
0.073,AP,2449,Rye Beer,95,Flying Sailor,,,,
0.066,AP,2466,Rye Beer,10,,Root Stock,,,
0.058,AP,2512,Rye Beer,68,,Honey Rye,,,
0.104,AP,2564,Rye Beer,51,,,,,Lee Hill Series Vol. 4 - Manhattan Style Rye Ale
0.072,AP,2620,Rye Beer,18,,Saucy Intruder,,,
33,IBU,13,Saison / Farmhouse Ale,61,,CynicAle,,,
,IBU,387,Saison / Farmhouse Ale,10,,Farm Hand,,,
30,IBU,496,Saison / Farmhouse Ale,362,,Hilliard's Saison,,,
29,IBU,603,Saison / Farmhouse Ale,471,,Midwest Charm Farmhouse Ale,,,
35,IBU,629,Saison / Farmhouse Ale,46,,Harbinger,,,
,IBU,671,Saison / Farmhouse Ale,10,,Zaison (2012),,,
,IBU,691,Saison / Farmhouse Ale,118,Walloon (2014),,,,
35,IBU,901,Saison / Farmhouse Ale,460,Harvest Ale,,,,
20,IBU,932,Saison / Farmhouse Ale,284,,Booyah Farmhouse Ale,,,
,IBU,942,Saison / Farmhouse Ale,380,1335 Wicked Snout,,,,
,IBU,1001,Saison / Farmhouse Ale,477,413 Farmhouse Ale,,,,
20,IBU,1068,Saison / Farmhouse Ale,125,Barn Burner Saison,,,,
,IBU,1164,Saison / Farmhouse Ale,449,TailGate Saison,,,,
30,IBU,1168,Saison / Farmhouse Ale,244,,Farm Girl Saison,,,
,IBU,1170,Saison / Farmhouse Ale,435,Workers Comp Saison,,,,
20,IBU,1196,Saison / Farmhouse Ale,45,,Wild Plum Farmhouse Ale,,,
25,IBU,1202,Saison / Farmhouse Ale,127,,Farmhouse Wit,,,
,IBU,1232,Saison / Farmhouse Ale,161,River House Saison,,,,
,IBU,1266,Saison / Farmhouse Ale,10,,Zaison,,,
,IBU,1271,Saison / Farmhouse Ale,375,Lemongrass Saison,,,,
20,IBU,1332,Saison / Farmhouse Ale,426,Greenbelt Farmhouse Ale,,,,
,IBU,1344,Saison / Farmhouse Ale,255,Classique,,,,
20,IBU,1392,Saison / Farmhouse Ale,419,Sanitas Saison Ale,,,,
,IBU,1424,Saison / Farmhouse Ale,309,,Boise Co-Op Two Score Ale,,,
30,IBU,1495,Saison / Farmhouse Ale,209,,Lomaland,,,
30,IBU,1519,Saison / Farmhouse Ale,392,Saison 88,,,,
25,IBU,1835,Saison / Farmhouse Ale,297,Provision,,,,
34,IBU,1848,Saison / Farmhouse Ale,294,American Red Saison,,,,
,IBU,1899,Saison / Farmhouse Ale,279,La Ferme Urbaine Farmhouse Ale,,,,
35,IBU,1960,Saison / Farmhouse Ale,240,Saison Pamplemousse,,,,
,IBU,1970,Saison / Farmhouse Ale,257,,6 String Saison,,,
,IBU,2047,Saison / Farmhouse Ale,239,Tarasque,,,,
,IBU,2097,Saison / Farmhouse Ale,177,Garce Selé,,,,
,IBU,2098,Saison / Farmhouse Ale,177,Regional Ring Of Fire,,,,
,IBU,2099,Saison / Farmhouse Ale,177,Sophomoric Saison,,,,
,IBU,2112,Saison / Farmhouse Ale,216,Atalanta,,,,
,IBU,2113,Saison / Farmhouse Ale,216,Lyric Ale,,,,
35,IBU,2119,Saison / Farmhouse Ale,215,First Stand,,,,
,IBU,2267,Saison / Farmhouse Ale,118,Walloon,,,,
36,IBU,2304,Saison / Farmhouse Ale,164,Sundown,,,,
20,IBU,2308,Saison / Farmhouse Ale,161,,River House,,,
33,IBU,2405,Saison / Farmhouse Ale,115,Alter Ego ,,,,
,IBU,2467,Saison / Farmhouse Ale,10,,Acidulated Trip,,,
,IBU,2481,Saison / Farmhouse Ale,10,,Paris,,,
,IBU,2500,Saison / Farmhouse Ale,10,,Tropical Saison,,,
,IBU,2531,Saison / Farmhouse Ale,65,,,En Parfaite Harmonie,,
,IBU,2546,Saison / Farmhouse Ale,37,Perzik Saison,,,,
20,IBU,2555,Saison / Farmhouse Ale,45,,Ginger Peach Saison,,,
,IBU,2560,Saison / Farmhouse Ale,51,Blood Orange Saison,,,,
,IBU,2637,Saison / Farmhouse Ale,10,,Belfort,,,
,IBU,2643,Saison / Farmhouse Ale,6,Colette,,,,
38,IBU,2677,Saison / Farmhouse Ale,1,,Coq de la Marche,,,
0.067,AP,13,Saison / Farmhouse Ale,61,,CynicAle,,,
0.055,AP,387,Saison / Farmhouse Ale,10,,Farm Hand,,,
0.066,AP,496,Saison / Farmhouse Ale,362,,Hilliard's Saison,,,
0.06,AP,603,Saison / Farmhouse Ale,471,,Midwest Charm Farmhouse Ale,,,
0.049,AP,629,Saison / Farmhouse Ale,46,,Harbinger,,,
0.09,AP,671,Saison / Farmhouse Ale,10,,Zaison (2012),,,
0.055,AP,691,Saison / Farmhouse Ale,118,Walloon (2014),,,,
0.065,AP,901,Saison / Farmhouse Ale,460,Harvest Ale,,,,
0.065,AP,932,Saison / Farmhouse Ale,284,,Booyah Farmhouse Ale,,,
0.064,AP,942,Saison / Farmhouse Ale,380,1335 Wicked Snout,,,,
0.06,AP,1001,Saison / Farmhouse Ale,477,413 Farmhouse Ale,,,,
0.066,AP,1068,Saison / Farmhouse Ale,125,Barn Burner Saison,,,,
0.05,AP,1164,Saison / Farmhouse Ale,449,TailGate Saison,,,,
0.06,AP,1168,Saison / Farmhouse Ale,244,,Farm Girl Saison,,,
0.048,AP,1170,Saison / Farmhouse Ale,435,Workers Comp Saison,,,,
0.056,AP,1196,Saison / Farmhouse Ale,45,,Wild Plum Farmhouse Ale,,,
0.048,AP,1202,Saison / Farmhouse Ale,127,,Farmhouse Wit,,,
0.05,AP,1232,Saison / Farmhouse Ale,161,River House Saison,,,,
0.09,AP,1266,Saison / Farmhouse Ale,10,,Zaison,,,
0.05,AP,1271,Saison / Farmhouse Ale,375,Lemongrass Saison,,,,
0.051,AP,1332,Saison / Farmhouse Ale,426,Greenbelt Farmhouse Ale,,,,
0.045,AP,1344,Saison / Farmhouse Ale,255,Classique,,,,
0.058,AP,1392,Saison / Farmhouse Ale,419,Sanitas Saison Ale,,,,
0.055,AP,1424,Saison / Farmhouse Ale,309,,Boise Co-Op Two Score Ale,,,
0.055,AP,1495,Saison / Farmhouse Ale,209,,Lomaland,,,
0.055,AP,1519,Saison / Farmhouse Ale,392,Saison 88,,,,
0.042,AP,1835,Saison / Farmhouse Ale,297,Provision,,,,
0.078,AP,1848,Saison / Farmhouse Ale,294,American Red Saison,,,,
0.078,AP,1899,Saison / Farmhouse Ale,279,La Ferme Urbaine Farmhouse Ale,,,,
0.058,AP,1960,Saison / Farmhouse Ale,240,Saison Pamplemousse,,,,
0.08,AP,1970,Saison / Farmhouse Ale,257,,6 String Saison,,,
0.059,AP,2047,Saison / Farmhouse Ale,239,Tarasque,,,,
0.069,AP,2097,Saison / Farmhouse Ale,177,Garce Selé,,,,
0.073,AP,2098,Saison / Farmhouse Ale,177,Regional Ring Of Fire,,,,
0.072,AP,2099,Saison / Farmhouse Ale,177,Sophomoric Saison,,,,
0.053,AP,2112,Saison / Farmhouse Ale,216,Atalanta,,,,
0.065,AP,2113,Saison / Farmhouse Ale,216,Lyric Ale,,,,
0.055,AP,2119,Saison / Farmhouse Ale,215,First Stand,,,,
0.055,AP,2267,Saison / Farmhouse Ale,118,Walloon,,,,
0.071,AP,2304,Saison / Farmhouse Ale,164,Sundown,,,,
0.05,AP,2308,Saison / Farmhouse Ale,161,,River House,,,
0.062,AP,2405,Saison / Farmhouse Ale,115,Alter Ego ,,,,
0.059,AP,2467,Saison / Farmhouse Ale,10,,Acidulated Trip,,,
0.09,AP,2481,Saison / Farmhouse Ale,10,,Paris,,,
0.065,AP,2500,Saison / Farmhouse Ale,10,,Tropical Saison,,,
0.065,AP,2531,Saison / Farmhouse Ale,65,,,En Parfaite Harmonie,,
0.064,AP,2546,Saison / Farmhouse Ale,37,Perzik Saison,,,,
0.048,AP,2555,Saison / Farmhouse Ale,45,,Ginger Peach Saison,,,
0.06,AP,2560,Saison / Farmhouse Ale,51,Blood Orange Saison,,,,
0.067,AP,2637,Saison / Farmhouse Ale,10,,Belfort,,,
0.073,AP,2643,Saison / Farmhouse Ale,6,Colette,,,,
0.051,AP,2677,Saison / Farmhouse Ale,1,,Coq de la Marche,,,
40,IBU,26,Schwarzbier,530,,Black Noddy Lager (Current),,,
,IBU,29,Schwarzbier,530,,Very Noddy Lager (Current),,,
,IBU,340,Schwarzbier,413,Black Thunder,,,,
,IBU,344,Schwarzbier,364,Cherny Bock,,,,
,IBU,620,Schwarzbier,424,B3K Black Lager,,,,
24,IBU,1051,Schwarzbier,326,Black Bear Dark Lager,,,,
32,IBU,1097,Schwarzbier,159,Organic Baba Black Lager,,,,
,IBU,1323,Schwarzbier,428,Schlafly Black Lager,,,,
28,IBU,1964,Schwarzbier,258,Stargrazer,,,,
0.052,AP,26,Schwarzbier,530,,Black Noddy Lager (Current),,,
0.099,AP,29,Schwarzbier,530,,Very Noddy Lager (Current),,,
0.052,AP,340,Schwarzbier,413,Black Thunder,,,,
0.04,AP,344,Schwarzbier,364,Cherny Bock,,,,
0.055,AP,620,Schwarzbier,424,B3K Black Lager,,,,
0.046,AP,1051,Schwarzbier,326,Black Bear Dark Lager,,,,
0.04,AP,1097,Schwarzbier,159,Organic Baba Black Lager,,,,
0.05,AP,1323,Schwarzbier,428,Schlafly Black Lager,,,,
0.05,AP,1964,Schwarzbier,258,Stargrazer,,,,
11,IBU,85,Scotch Ale / Wee Heavy,510,,Cold Smoke Scotch Ale,,,
30,IBU,584,Scotch Ale / Wee Heavy,25,,Wee Muckle (2011),,,
12,IBU,647,Scotch Ale / Wee Heavy,491,,Full Boar Scotch Ale,,,
11,IBU,760,Scotch Ale / Wee Heavy,510,,Cold Smoke Scotch Ale (2007),,,
24,IBU,1260,Scotch Ale / Wee Heavy,433,Wee-Heavy-Er Scotch Ale,,,,
20,IBU,1318,Scotch Ale / Wee Heavy,181,Wild Wolf Wee Heavy Scottish Style Ale,,,,
30,IBU,1656,Scotch Ale / Wee Heavy,25,,Wee Muckle,,,
22,IBU,1727,Scotch Ale / Wee Heavy,107,,Kilt Dropper Scotch Ale,,,
,IBU,1859,Scotch Ale / Wee Heavy,166,,Old Chub NITRO,,,
,IBU,2078,Scotch Ale / Wee Heavy,227,Stone of Arbroath,,,,
23,IBU,2081,Scotch Ale / Wee Heavy,25,,Port Barrel Wee Mac ,,,
30,IBU,2082,Scotch Ale / Wee Heavy,25,,Whip Fight,,,
23,IBU,2084,Scotch Ale / Wee Heavy,25,,PV Muckle (2013),,,
29,IBU,2334,Scotch Ale / Wee Heavy,148,Clan Warrior,,,,
50,IBU,2625,Scotch Ale / Wee Heavy,15,Dirty Bastard,,,,
0.065,AP,85,Scotch Ale / Wee Heavy,510,,Cold Smoke Scotch Ale,,,
0.09,AP,584,Scotch Ale / Wee Heavy,25,,Wee Muckle (2011),,,
0.074,AP,647,Scotch Ale / Wee Heavy,491,,Full Boar Scotch Ale,,,
0.065,AP,760,Scotch Ale / Wee Heavy,510,,Cold Smoke Scotch Ale (2007),,,
0.07,AP,1260,Scotch Ale / Wee Heavy,433,Wee-Heavy-Er Scotch Ale,,,,
0.057,AP,1318,Scotch Ale / Wee Heavy,181,Wild Wolf Wee Heavy Scottish Style Ale,,,,
0.09,AP,1656,Scotch Ale / Wee Heavy,25,,Wee Muckle,,,
0.075,AP,1727,Scotch Ale / Wee Heavy,107,,Kilt Dropper Scotch Ale,,,
0.08,AP,1859,Scotch Ale / Wee Heavy,166,,Old Chub NITRO,,,
0.08,AP,2078,Scotch Ale / Wee Heavy,227,Stone of Arbroath,,,,
0.053,AP,2081,Scotch Ale / Wee Heavy,25,,Port Barrel Wee Mac ,,,
0.09,AP,2082,Scotch Ale / Wee Heavy,25,,Whip Fight,,,
0.083,AP,2084,Scotch Ale / Wee Heavy,25,,PV Muckle (2013),,,
0.087,AP,2334,Scotch Ale / Wee Heavy,148,Clan Warrior,,,,
0.085,AP,2625,Scotch Ale / Wee Heavy,15,Dirty Bastard,,,,
35,IBU,5,Scottish Ale,166,Old Chub,,,,
,IBU,112,Scottish Ale,201,,Fearless Scottish Ale,,,
21,IBU,179,Scottish Ale,160,Kilt Lifter Scottish-Style Ale (2009),,,,
23,IBU,213,Scottish Ale,25,,Wee Mac Scottish-Style Ale,,,
,IBU,348,Scottish Ale,458,Skilak Scottish Ale (2011),,,,
,IBU,364,Scottish Ale,84,Olde Ore Dock Scottish Ale,,,,
,IBU,471,Scottish Ale,537,Back Country Scottish Ale,,,,
35,IBU,785,Scottish Ale,503,Old Chub (2003),,,,
35,IBU,786,Scottish Ale,503,Old Chub (2004),,,,
35,IBU,787,Scottish Ale,503,Old Chub (2008),,,,
19,IBU,1059,Scottish Ale,471,,The Hole in Hadrian's Wall,,,
,IBU,1102,Scottish Ale,43,Maxwell's Scottish Ale,,,,
23,IBU,1127,Scottish Ale,25,,Bourbon Barrel Wee Mac,,,
35,IBU,1175,Scottish Ale,389,Old Chub,,,,
,IBU,1193,Scottish Ale,458,Skilak Scottish Ale,,,,
19,IBU,1435,Scottish Ale,335,Stone's Throw IPA,,,,
,IBU,1787,Scottish Ale,315,,Floyd's Folly,,,
16,IBU,1881,Scottish Ale,285,,Seiche Scottish Ale,,,
,IBU,2215,Scottish Ale,25,,Java Mac,,,
0.08,AP,5,Scottish Ale,166,Old Chub,,,,
0.05,AP,112,Scottish Ale,201,,Fearless Scottish Ale,,,
0.06,AP,179,Scottish Ale,160,Kilt Lifter Scottish-Style Ale (2009),,,,
0.054,AP,213,Scottish Ale,25,,Wee Mac Scottish-Style Ale,,,
